,time,datetime,temperature_2m
273,1610442000000,2021-01-12 09:00:00,1.5575805664062727
274,1610445600000,2021-01-12 10:00:00,1.5930267333984602
275,1610449200000,2021-01-12 11:00:00,1.7358947753906477
276,1610452800000,2021-01-12 12:00:00,1.9638916015625227
277,1610456400000,2021-01-12 13:00:00,2.0808959960937727
278,1610460000000,2021-01-12 14:00:00,2.0677429199218977
279,1610463600000,2021-01-12 15:00:00,2.1911102294922102
280,1610467200000,2021-01-12 16:00:00,2.3345581054687727
281,1610470800000,2021-01-12 17:00:00,2.6133514404297102
282,1610474400000,2021-01-12 18:00:00,2.8749633789062727
283,1610478000000,2021-01-12 19:00:00,2.4706359863281477
284,1610481600000,2021-01-12 20:00:00,2.4693847656250227
285,1610485200000,2021-01-12 21:00:00,2.4122100830078352
286,1610488800000,2021-01-12 22:00:00,2.0962768554687727
287,1610492400000,2021-01-12 23:00:00,1.3784881591797102
288,1610496000000,2021-01-13 00:00:00,1.2503448486328352
289,1610499600000,2021-01-13 01:00:00,1.3933197021484602
290,1610503200000,2021-01-13 02:00:00,1.2532592773437727
291,1610506800000,2021-01-13 03:00:00,1.0093170166015852
292,1610510400000,2021-01-13 04:00:00,0.9436737060547102
293,1610514000000,2021-01-13 05:00:00,0.9875579833984602
294,1610517600000,2021-01-13 06:00:00,0.8946319580078352
295,1610521200000,2021-01-13 07:00:00,0.7093444824218977
296,1610524800000,2021-01-13 08:00:00,0.7459960937500227
297,1610528400000,2021-01-13 09:00:00,1.4111419677734602
298,1610532000000,2021-01-13 10:00:00,1.9406372070312727
299,1610535600000,2021-01-13 11:00:00,2.7545257568359602
300,1610539200000,2021-01-13 12:00:00,3.1976104736328352
301,1610542800000,2021-01-13 13:00:00,3.2825408935547102
302,1610546400000,2021-01-13 14:00:00,3.1077209472656477
303,1610550000000,2021-01-13 15:00:00,2.7314086914062727
304,1610553600000,2021-01-13 16:00:00,2.1408020019531477
305,1610557200000,2021-01-13 17:00:00,2.0024505615234602
306,1610560800000,2021-01-13 18:00:00,2.4991546630859602
307,1610564400000,2021-01-13 19:00:00,3.0627227783203352
308,1610568000000,2021-01-13 20:00:00,3.5803924560547102
309,1610571600000,2021-01-13 21:00:00,4.038415527343773
310,1610575200000,2021-01-13 22:00:00,4.30640563964846
311,1610578800000,2021-01-13 23:00:00,4.213677978515648
312,1610582400000,2021-01-14 00:00:00,3.7621398925781477
313,1610586000000,2021-01-14 01:00:00,3.0066162109375227
314,1610589600000,2021-01-14 02:00:00,2.5320068359375227
315,1610593200000,2021-01-14 03:00:00,2.0369812011718977
316,1610596800000,2021-01-14 04:00:00,1.6228424072265852
317,1610600400000,2021-01-14 05:00:00,1.2886749267578352
318,1610604000000,2021-01-14 06:00:00,0.9044128417968977
319,1610607600000,2021-01-14 07:00:00,0.8151947021484602
320,1610611200000,2021-01-14 08:00:00,0.7070861816406477
321,1610614800000,2021-01-14 09:00:00,0.7989288330078352
322,1610618400000,2021-01-14 10:00:00,1.0195251464843977
323,1610622000000,2021-01-14 11:00:00,0.8368316650390852
324,1610625600000,2021-01-14 12:00:00,1.0303436279297102
325,1610629200000,2021-01-14 13:00:00,1.0338836669922102
326,1610632800000,2021-01-14 14:00:00,0.9898620605468977
327,1610636400000,2021-01-14 15:00:00,0.7621246337890852
328,1610640000000,2021-01-14 16:00:00,0.30173645019533524
329,1610643600000,2021-01-14 17:00:00,0.03637084960939774
330,1610647200000,2021-01-14 18:00:00,-0.03688659667966476
331,1610650800000,2021-01-14 19:00:00,-0.0006469726562272626
332,1610654400000,2021-01-14 20:00:00,-0.017416381835914763
333,1610658000000,2021-01-14 21:00:00,-0.023611450195289763
334,1610661600000,2021-01-14 22:00:00,-0.05216064453122726
335,1610665200000,2021-01-14 23:00:00,-0.22681274414060226
336,1610668800000,2021-01-15 00:00:00,-0.29230346679685226
337,1610672400000,2021-01-15 01:00:00,-0.48192443847653976
338,1610676000000,2021-01-15 02:00:00,-0.7250579833984148
339,1610679600000,2021-01-15 03:00:00,-1.0281585693359148
340,1610683200000,2021-01-15 04:00:00,-1.3907684326171648
341,1610686800000,2021-01-15 05:00:00,-1.8660644531249773
342,1610690400000,2021-01-15 06:00:00,-2.3605865478515398
343,1610694000000,2021-01-15 07:00:00,-2.1771453857421648
344,1610697600000,2021-01-15 08:00:00,-2.1973937988281023
345,1610701200000,2021-01-15 09:00:00,-1.5813354492187273
346,1610704800000,2021-01-15 10:00:00,-0.6518463134765398
347,1610708400000,2021-01-15 11:00:00,0.22426757812502274
348,1610712000000,2021-01-15 12:00:00,0.6441284179687727
349,1610715600000,2021-01-15 13:00:00,0.9774261474609602
350,1610719200000,2021-01-15 14:00:00,0.9151550292968977
351,1610722800000,2021-01-15 15:00:00,0.7166229248047102
352,1610726400000,2021-01-15 16:00:00,0.20186767578127274
353,1610730000000,2021-01-15 17:00:00,-0.44019165039060226
354,1610733600000,2021-01-15 18:00:00,-1.2366699218749773
355,1610737200000,2021-01-15 19:00:00,-1.5367645263671648
356,1610740800000,2021-01-15 20:00:00,-0.34898986816403976
357,1610744400000,2021-01-15 21:00:00,-0.46591796874997726
358,1610748000000,2021-01-15 22:00:00,-0.8892578124999773
359,1610751600000,2021-01-15 23:00:00,-1.4145111083984148
360,1610755200000,2021-01-16 00:00:00,-1.8723510742187273
361,1610758800000,2021-01-16 01:00:00,-2.2355102539062273
