FID;GW_NUMMER;NAME;RECHTSWERT;HOCHWERT;GEMEINDE_K;AQUIFER_KZ;EINZUGSGEB;HYDROGEOLE;HYDROGEOL2;MESSNETZ1_;MESSNETZ2_;GEMEINDE;AQUIFER;EINZUGSGE2;HYDROGEOL3;MESSNETZ1;MESSNETZ2;RASTERVALU
75;1/757-5;QF BRUNNENBUCK, WALLHAUSEN;3577930,000000000000000;5455295,000000000000000;8127091,000000000000000;61,000000000000000;2388240000,000000000000000;27,000000000000000;44,000000000000000; ; ;WALLHAUSEN;GIPSKEUPER (FUß DES KEUPERBERGLANDES);Seebach;Unterkeuper und Gipskeuper (GWL);#800000000018; ;231
76;1/758-8;QF WOLFSCHLUCHT, CRAILSHEIM;3582870,000000000000000;5446200,000000000000000;8127014,000000000000000;51,000000000000000;2388174000,000000000000000;25,000000000000000;13,000000000000000; ; ;CRAILSHEIM, STADT;HÖHERER KEUPER (KEUPERBERGLAND);Trutenbach;Mittelkeuper und Oberkeuper (GWL);#800000000010;#800000000002;313
77;1/759-0;QF HOLDERBRUNNEN, STIMPFACH;3581900,000000000000000;5437740,000000000000000;8127104,000000000000000;51,000000000000000;2388153000,000000000000000;25,000000000000000;13,000000000000000; ; ;STIMPFACH;HÖHERER KEUPER (KEUPERBERGLAND);Jagst unterh. Sulzbach oberh. Reiglersbach;Mittelkeuper und Oberkeuper (GWL);#800000000010;#800000000002;311
78;1/770-3;QF ZIEGELBR., AICHSTETTEN;3582400,000000000000000;5308000,000000000000000;8436003,000000000000000;5,000000000000000;1146900000,000000000000000;0,000000000000000;0,000000000000000; ; ;AICHSTETTEN;QUARTÄR EISZEITL.KIESE+SANDE (ALBSÜDRAND, ALPENV.);Aitrach unterhalb von Eschach; ;#800000000010;#800000000002;324
79;1/771-6;QF GOTTESWALD, AICHSTETTEN;3582065,000000000000000;5304235,000000000000000;8436003,000000000000000;8,000000000000000;1145800000,000000000000000;0,000000000000000;0,000000000000000; ; ;AICHSTETTEN;QUARTÄR DECKENSCHOTTER ÜBER MOLASSE;Lautrach; ;#800000000012; ;312
80;1/811-9;QF EGERQUELLE, AUFHAUSEN;3595620,000000000000000;5414200,000000000000000;8136010,000000000000000;31,000000000000000;1188100000,000000000000000;10,000000000000000;3,000000000000000; ; ;BOPFINGEN, STADT;MALM WEIßJURA (SCHWÄBISCHE ALB);Eger oberhalb von Schneidheimer Sechta;Oberjura (Schwäbische Fazies) (GWL);#800000000014; ;311
81;1/812-1;GWM HIRNTAL, GROSSKUCHEN;3590150,000000000000000;5401950,000000000000000;8135019,000000000000000;31,000000000000000;1174110000,000000000000000;10,000000000000000;3,000000000000000; ; ;HEIDENHEIM AN DER BRENZ, STADT;MALM WEIßJURA (SCHWÄBISCHE ALB);Egau oberhalb von Dossinger Tal;Oberjura (Schwäbische Fazies) (GWL);#800000000012;#800000000001;231
82;1/813-4;BBR BERNAU, HERBRECHTINGEN;3588800,000000000000000;5389975,000000000000000;8135016,000000000000000;2,000000000000000;1172300000,000000000000000;3,000000000000000;142,000000000000000; ; ;GIENGEN AN DER BRENZ, STADT;QUARTÄR TALFÜLLUNGEN;Brenz unterh. Stubental-Wedel oberh. Hürbe;Quartäre Kiese und Sande (GWL);#800000000012; ;211
83;10/022-0;GWM ST1, NEUENBRG STEINENST.;3391900,000000000000000;5294353,000000000000000;8315076,000000000000000;4,000000000000000;2333900000,000000000000000;3,000000000000000;8,000000000000000; ; ;NEUENBURG AM RHEIN, STADT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Rhein unterh. Hohlebach oberh. Klemmbach;Quartäre Kiese und Sande (GWL);#800000000012; ;211
84;10/073-0;TB 1, DINKELBERG, MAULBURG;3409295,000000000000000;5279710,000000000000000;8336057,000000000000000;2,000000000000000;2327000000,000000000000000;3,000000000000000;233,000000000000000; ; ;MAULBURG;QUARTÄR TALFÜLLUNGEN;Wiese unterh. Kleine Wiese oberh. Steinenbach;Quartäre Kiese und Sande (GWL);#800000000018; ;231
85;10/121-1;QF 2 STUHL, SCHOENENBERG;3414705,000000000000000;5297215,000000000000000;8336080,000000000000000;91,000000000000000;2323400000,000000000000000;50,000000000000000;18,000000000000000; ; ;SCHÖNENBERG;KRISTALLIN (SCHWARZWALD);Büllenbach;Paläozoikum, Kristallin (GWG);#800000000014; ;231
86;10/162-8;TB 2 ZV AM ALTEN BR.,RHEINM.;3427630,000000000000000;5401000,000000000000000;8216063,000000000000000;4,000000000000000;2357900000,000000000000000;3,000000000000000;8,000000000000000; ; ;RHEINMÜNSTER;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Rhein unterh. Acher oberh. Sauer;Quartäre Kiese und Sande (GWL);#800000000014; ;211
87;10/211-6;TB SPECKAECKER, MALSCH;3449615,000000000000000;5416120,000000000000000;8215046,000000000000000;4,000000000000000;2374800000,000000000000000;3,000000000000000;8,000000000000000; ; ;MALSCH;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Federbach;Quartäre Kiese und Sande (GWL);#800000000014; ;211
88;10/213-0;QF HAUERSKOPFQUELLEFORBACH;3446620,000000000000000;5386420,000000000000000;8216013,000000000000000;0,000000000000000;2364200000,000000000000000;45,000000000000000;40,000000000000000; ; ;FORBACH; ;Biberach;Unterer und Mittlerer Buntsandstein (GWL);#800000000014; ;312
89;10/261-0;QF KAUFMANNSBRUNNEN, MALSCH;3452925,000000000000000;5415020,000000000000000;8215046,000000000000000;81,000000000000000;2374800000,000000000000000;45,000000000000000;40,000000000000000; ; ;MALSCH;BUNTSANDSTEIN;Federbach;Unterer und Mittlerer Buntsandstein (GWL);#800000000014; ;311
90;10/263-6;QSS BUSENWIESENQUELLEN, SEEWALD;3460790,000000000000000;5385365,000000000000000;8237073,000000000000000;81,000000000000000;2384414000,000000000000000;40,000000000000000;93,000000000000000; ; ;SEEWALD;BUNTSANDSTEIN;Kropfbach;Oberer Buntsandstein bis Mittlerer Muschelkalk (GWG);#800000000005; ;312
91;10/265-1;QF LOHMUEHLE, LOSSBURG;3456850,000000000000000;5362960,000000000000000;8237045,000000000000000;81,000000000000000;2341120000,000000000000000;45,000000000000000;40,000000000000000; ; ;LOßBURG;BUNTSANDSTEIN;Lohmühlebach;Unterer und Mittlerer Buntsandstein (GWL);#800000000005; ;312
92;10/266-4;Q EHLENBOGEN, ALPIRSBACH;3455430,000000000000000;5359530,000000000000000;8237002,000000000000000;81,000000000000000;2341130000,000000000000000;45,000000000000000;40,000000000000000; ; ;ALPIRSBACH, STADT;BUNTSANDSTEIN;Kinzig unterh. Lohmühlebach oberh. Aischbach;Unterer und Mittlerer Buntsandstein (GWL);#800000000005; ;312
93;10/269-2;TB MARBACHER TAL;3461620,000000000000000;5321500,000000000000000;8326074,000000000000000;0,000000000000000;1112700000,000000000000000;31,000000000000000;181,000000000000000; ; ;VILLINGEN-SCHWENNINGEN, STADT; ;Brigach unterh. Warenbach oberh. Holenbach;Oberer Muschelkalk (GWL);#800000000014; ;312
94;10/311-7;QF 4 ERWEIT., DENNACH;3468350,000000000000000;5409690,000000000000000;8236043,000000000000000;81,000000000000000;2384310000,000000000000000;45,000000000000000;40,000000000000000; ; ;NEUENBÜRG, STADT;BUNTSANDSTEIN;Enz unterh. Eyach oberh. Grösselbach;Unterer und Mittlerer Buntsandstein (GWL);#800000000014; ;312
95;10/312-0;QF III, LANGENBRAND;3471802,000000000000000;5406487,000000000000000;8235065,000000000000000;81,000000000000000;2384190000,000000000000000;45,000000000000000;40,000000000000000; ; ;SCHÖMBERG;BUNTSANDSTEIN;Enz unterh. Kleine Enz oberh. Eyach;Unterer und Mittlerer Buntsandstein (GWL);#800000000012; ;312
96;10/314-5;QF BACHWIESEN, GROEMBACH;3466850,000000000000000;5381270,000000000000000;8237032,000000000000000;81,000000000000000;2384424000,000000000000000;40,000000000000000;93,000000000000000; ; ;GRÖMBACH;BUNTSANDSTEIN;Dürrbach;Oberer Buntsandstein bis Mittlerer Muschelkalk (GWG);#800000000012; ;231
97;10/317-3;QF AM SANDBUEHLBACH, EPFENDORF;3470200,000000000000000;5344600,000000000000000;8325015,000000000000000;71,000000000000000;2381159000,000000000000000;40,000000000000000;140,000000000000000; ; ;EPFENDORF;LETTENKEUPER;Neckar unterh. Wettebach oberh. Schlichem;Oberer Buntsandstein bis Mittlerer Muschelkalk (GWG);#800000000012; ;312
98;10/320-8;QF BLAESI, AASEN;3466400,000000000000000;5315190,000000000000000;8326012,000000000000000;99,000000000000000;1113100000,000000000000000;27,000000000000000;201,000000000000000; ; ;DONAUESCHINGEN, STADT;MISCHWASSER, MEHRERE AQUIFERE;Donau unterh. Brigach oberh. Kötach;Unterkeuper und Gipskeuper (GWL);#800000000012; ;231
99;10/360-2;GWM SWP O3/10 B, PF-EUTINGEN;3481261,000000000000000;5418491,000000000000000;8231000,000000000000000;81,000000000000000;2384510000,000000000000000;40,000000000000000;89,000000000000000; ; ;PFORZHEIM, STADT;BUNTSANDSTEIN;Enz unterh. Nagold oberh. Kirnbach;Oberer Buntsandstein bis Mittlerer Muschelkalk (GWG);#800000000011; ;141
100;10/361-5;BBR PARKHAUS AM BAHNHOF;3477977,000000000000000;5417417,000000000000000;8231000,000000000000000;81,000000000000000;2384390000,000000000000000;3,000000000000000;16,000000000000000; ; ;PFORZHEIM, STADT;BUNTSANDSTEIN;Enz unterh. Grösselbach oberh. Nagold;Quartäre Kiese und Sande (GWL);#800000000013; ;111
101;10/362-8;QF FORST, ALTHENGSTETT;3486660,000000000000000;5398800,000000000000000;8235007,000000000000000;72,000000000000000;2384485000,000000000000000;31,000000000000000;157,000000000000000; ; ;ALTHENGSTETT;MUSCHELKALK;Würm unterh. Schwippe oberh. Rankbach;Oberer Muschelkalk (GWL);#800000000014; ;311
102;10/363-0;QF II STOECKBR., GECHINGEN;3485721,000000000000000;5394283,000000000000000;8235029,000000000000000;72,000000000000000;2384482000,000000000000000;31,000000000000000;157,000000000000000; ; ;GECHINGEN;MUSCHELKALK;Aid;Oberer Muschelkalk (GWL);#800000000005; ;231
103;10/364-3;QF GEISSLER, GUENDRINGEN;3478530,000000000000000;5375440,000000000000000;8235046,000000000000000;72,000000000000000;2384448000,000000000000000;40,000000000000000;93,000000000000000; ; ;NAGOLD, STADT;MUSCHELKALK;Steinach;Oberer Buntsandstein bis Mittlerer Muschelkalk (GWG);#800000000013; ;112
104;10/366-9;GWM KB1, GEMEINDE EMPFINGEN;3479192,000000000000000;5362200,000000000000000;8237024,000000000000000;71,000000000000000;2381189000,000000000000000;27,000000000000000;175,000000000000000; ; ;EMPFINGEN;LETTENKEUPER;Mühlbach unterhalb von Weiherbach;Unterkeuper und Gipskeuper (GWL);#800000000011; ;211
105;10/368-4;QF KATZENBR., DENKINGEN;3481380,000000000000000;5329240,000000000000000;8327010,000000000000000;31,000000000000000;1115300000,000000000000000;10,000000000000000;30,000000000000000; ; ;DENKINGEN;MALM WEIßJURA (SCHWÄBISCHE ALB);Donau unterh. Seltenbach oberh. Lippach;Oberjura (Schwäbische Fazies) (GWL);#800000000014; ;313
106;10/369-7;GWM FA. WEBA, BALGHEIM;3482590,000000000000000;5325100,000000000000000;8327005,000000000000000;2,000000000000000;1114400000,000000000000000;10,000000000000000;30,000000000000000; ; ;BALGHEIM;QUARTÄR TALFÜLLUNGEN;Faulenbach;Oberjura (Schwäbische Fazies) (GWL);#800000000011; ;112
107;10/370-6;SL TIEFENTALQ., MOEHRINGEN;3480880,000000000000000;5316220,000000000000000;8327050,000000000000000;31,000000000000000;1113800000,000000000000000;3,000000000000000;175,000000000000000; ; ;TUTTLINGEN, STADT;MALM WEIßJURA (SCHWÄBISCHE ALB);Krähenbach;Quartäre Kiese und Sande (GWL);#800000000014; ;231
108;10/406-2;BR MATZENBRUNNEN, EPFENBACH;3496100,000000000000000;5466730,000000000000000;8226017,000000000000000;81,000000000000000;2389865400,000000000000000;40,000000000000000;38,000000000000000; ; ;EPFENBACH;BUNTSANDSTEIN;Wartschaftbach;Oberer Buntsandstein bis Mittlerer Muschelkalk (GWG);#800000000014; ;311
109;10/407-4;QF DOMBACHQUELLE, EHRSTAEDT;3498660,000000000000000;5455180,000000000000000;8226085,000000000000000;61,000000000000000;2389840000,000000000000000;27,000000000000000;80,000000000000000; ; ;SINSHEIM, STADT;GIPSKEUPER (FUß DES KEUPERBERGLANDES);Insenbach;Unterkeuper und Gipskeuper (GWL);#800000000014; ;211
110;10/413-7;TB AIDURSPRUNG, AIDLINGEN;3488400,000000000000000;5393210,000000000000000;8115001,000000000000000;72,000000000000000;2384482000,000000000000000;31,000000000000000;157,000000000000000; ; ;AIDLINGEN;MUSCHELKALK;Aid;Oberer Muschelkalk (GWL);#800000000010; ;231
111;10/419-3;PW BEURON;3497680,000000000000000;5324130,000000000000000;8437005,000000000000000;0,000000000000000;1117300000,000000000000000;10,000000000000000;3,000000000000000; ; ;BEURON; ;Donau unterh. Beuroner Tal oberh. Finstertal;Oberjura (Schwäbische Fazies) (GWL);#800000000014; ;311
112;10/457-2;QF SCHIEDQUELLE, BAD WIMPFEN;3511790,000000000000000;5454532,000000000000000;8125007,000000000000000;71,000000000000000;2389110000,000000000000000;27,000000000000000;80,000000000000000; ; ;BAD WIMPFEN, STADT;LETTENKEUPER;Neckar oberhalb von Lohgraben;Unterkeuper und Gipskeuper (GWL);#800000000013; ;111
113;10/458-9;BBR SEEWIESEN, MASSENBACHHAUSEN;3503350,000000000000000;5448510,000000000000000;8125061,000000000000000;71,000000000000000;2385660000,000000000000000;27,000000000000000;80,000000000000000; ; ;MASSENBACHHAUSEN;LETTENKEUPER;Massenbach;Unterkeuper und Gipskeuper (GWL);#800000000011; ;112
114;10/467-6;SBR GARTENSTR.,ALBST.-EB.;3502060,000000000000000;5341460,000000000000000;8417079,000000000000000;2,000000000000000;1118300000,000000000000000;3,000000000000000;174,000000000000000; ; ;ALBSTADT, STADT;QUARTÄR TALFÜLLUNGEN;Schmeie unterh. Reichenbach oberh. Gänsbrunnen;Quartäre Kiese und Sande (GWL);#800000000011; ;111
115;10/471-3;QF WALDSTEIG, HERDWANGEN;3511600,000000000000000;5301560,000000000000000;8437124,000000000000000;7,000000000000000;2159241000,000000000000000;2,000000000000000;2,000000000000000; ; ;HERDWANGEN-SCHÖNACH;QUARTÄR MORÄNEN (ALPENVORLAND);Mahlspürer Aach oberhalb von Längenbach;Quartäre Becken- und Moränensedimente (GWG);#800000000012; ;211
116;10/508-9;BR I,FLEIN;3516180,000000000000000;5440640,000000000000000;8125030,000000000000000;97,000000000000000;2385490000,000000000000000;27,000000000000000;44,000000000000000; ; ;FLEIN;NOCH NICHT BEARBEITET;Schozach unterhalb von Frankelbach;Unterkeuper und Gipskeuper (GWL);#800000000014; ;211
117;10/516-0;QF MUEHLHALDENQ.ERPFING.ALBGR.XV;3513607,000000000000000;5356163,000000000000000;8415091,000000000000000;31,000000000000000;1121200000,000000000000000;3,000000000000000;157,000000000000000; ; ;SONNENBÜHL;MALM WEIßJURA (SCHWÄBISCHE ALB);Erpf;Quartäre Kiese und Sande (GWL);#800000000014; ;231
118;10/520-7;GWM 2 SPITZBREITE, OSTRACH;3524570,000000000000000;5309430,000000000000000;8437086,000000000000000;6,000000000000000;1133210000,000000000000000;2,000000000000000;2,000000000000000; ; ;OSTRACH;QUARTÄR EISZEITL.KIESE+SANDE, MORÄNENÜBERD. (ALPENV);Ostrach oberhalb von Seebach;Quartäre Becken- und Moränensedimente (GWG);#800000000020; ;211
119;10/557-7;BBR II, HARDTHAUSEN-KOCHERSTEINSFELD;3529895,000000000000000;5455950,000000000000000;8125111,000000000000000;2,000000000000000;2386793000,000000000000000;27,000000000000000;44,000000000000000; ; ;HARDTHAUSEN AM KOCHER;QUARTÄR TALFÜLLUNGEN;Kocher unterh. Erlenbach oberh. Steinbach;Unterkeuper und Gipskeuper (GWL);#800000000018; ;231
120;10/561-4;QU WALDQUELLE, HEUTENSBACH;3535940,000000000000000;5417960,000000000000000;8119003,000000000000000;97,000000000000000;2383861000,000000000000000;25,000000000000000;14,000000000000000; ; ;ALLMERSBACH IM TAL;NOCH NICHT BEARBEITET;Buchenbach oberhalb von Zipfelbach;Mittelkeuper und Oberkeuper (GWL);#800000000014; ;311
121;10/568-0;GWM 133, ALTHEIM;3534000,000000000000000;5333580,000000000000000;8426008,000000000000000;5,000000000000000;1133490000,000000000000000;3,000000000000000;157,000000000000000; ; ;ALTHEIM;QUARTÄR EISZEITL.KIESE+SANDE (ALBSÜDRAND, ALPENV.);Biberbach unterhalb von Soppenbach;Quartäre Kiese und Sande (GWL);#800000000013;#800000000001;211
122;10/572-0;QF KAPPEL, HORGENZELL;3534170,000000000000000;5292010,000000000000000;8436095,000000000000000;7,000000000000000;2155240000,000000000000000;2,000000000000000;2,000000000000000; ; ;HORGENZELL;QUARTÄR MORÄNEN (ALPENVORLAND);Fiselbach;Quartäre Becken- und Moränensedimente (GWG);#800000000014; ;231
123;10/606-0;QF JAKOBSWIESEN, DIEBACH;3546340,000000000000000;5465870,000000000000000;8126039,000000000000000;72,000000000000000;2386734000,000000000000000;31,000000000000000;38,000000000000000; ; ;INGELFINGEN, STADT;MUSCHELKALK;Langenbach;Oberer Muschelkalk (GWL);#800000000012; ;231
124;10/608-6;SBR I+II SANDBRUNNEN,GNADENT;3545100,000000000000000;5444640,000000000000000;8127059,000000000000000;51,000000000000000;2386782000,000000000000000;25,000000000000000;14,000000000000000; ; ;MICHELFELD;HÖHERER KEUPER (KEUPERBERGLAND);Schupbach;Mittelkeuper und Oberkeuper (GWL);#800000000014; ;312
125;10/657-1;SBR SAUERBR., HESSELBRONN;3550880,000000000000000;5452660,000000000000000;8126047,000000000000000;71,000000000000000;2386742000,000000000000000;27,000000000000000;44,000000000000000; ; ;KUPFERZELL;LETTENKEUPER;Rinnenbach;Unterkeuper und Gipskeuper (GWL);#800000000012; ;211
126;10/658-4;SBR GRIMMBACH, BRAUNSBACH;3557575,000000000000000;5450650,000000000000000;8127009,000000000000000;2,000000000000000;2386713000,000000000000000;3,000000000000000;16,000000000000000; ; ;BRAUNSBACH;QUARTÄR TALFÜLLUNGEN;Kocher unterh. Grimmbach oberh. Eschentaler Bach;Quartäre Kiese und Sande (GWL);#800000000014; ;311
127;10/721-9;BR 2 GRUBENWALD, BAD WURZACH;3568760,000000000000000;5302270,000000000000000;8436010,000000000000000;6,000000000000000;1146180000,000000000000000;4,000000000000000;60,000000000000000; ; ;BAD WURZACH, STADT;QUARTÄR EISZEITL.KIESE+SANDE, MORÄNENÜBERD. (ALPENV);Rot;Quartäre Kiese und Sande unter Moränensedimenten (GWL);#800000000010; ;312
128;10/722-1;TB UNTERSCHELLENREUTE, WANGE;3563100,000000000000000;5285620,000000000000000;8436081,000000000000000;97,000000000000000;2152170000,000000000000000;2,000000000000000;2,000000000000000; ; ;WANGEN IM ALLGÄU, STADT;NOCH NICHT BEARBEITET;Argen unterh. Gießbach oberh. Schwarzbach;Quartäre Becken- und Moränensedimente (GWG);#800000000014; ;313
129;10/761-3;TB KRUMMBACHTAL, ABTSGEMUEND;3575615,000000000000000;5418140,000000000000000;8136002,000000000000000;51,000000000000000;2386190000,000000000000000;3,000000000000000;91,000000000000000; ; ;ABTSGMÜND;HÖHERER KEUPER (KEUPERBERGLAND);Kocher unterh. Schlierbach oberh. Lein;Quartäre Kiese und Sande (GWL);#800000000018; ;312
130;10/771-7;BR HOLZHOF UNTERZELL, LEUTK;3575310,000000000000000;5302380,000000000000000;8436055,000000000000000;5,000000000000000;1146190000,000000000000000;3,000000000000000;171,000000000000000; ; ;LEUTKIRCH IM ALLGÄU, STADT;QUARTÄR EISZEITL.KIESE+SANDE (ALBSÜDRAND, ALPENV.);Wurzacher Ach unterh. Rot oberh. Eschach;Quartäre Kiese und Sande (GWL);#800000000011; ;231
131;10/814-8;GWM 1952 LW, NIEDERSTOTZINGEN;3591902,000000000000000;5378036,000000000000000;8135027,000000000000000;5,000000000000000;1172920000,000000000000000;3,000000000000000;142,000000000000000; ; ;NIEDERSTOTZINGEN, STADT;QUARTÄR EISZEITL.KIESE+SANDE (ALBSÜDRAND, ALPENV.);Siechenbach;Quartäre Kiese und Sande (GWL);#800000000019; ;211
132;100/064-7;GWM 3573 FA.KOEHL.-BAU., KEHL;3412442,000000000000000;5382898,000000000000000;8317057,000000000000000;4,000000000000000;2339000000,000000000000000;3,000000000000000;8,000000000000000; ; ;KEHL, STADT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Rhein unterh. Elz oberh. Kinzig;Quartäre Kiese und Sande (GWL);#800000000011; ;121
133;100/066-0;GWM 3316 OTTENHEIM 2;3406840,000000000000000;5362882,000000000000000;8317150,000000000000000;4,000000000000000;2338990000,000000000000000;3,000000000000000;8,000000000000000; ; ;SCHWANAU;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Elz unterhalb von Durchgehender Altrheinzug;Quartäre Kiese und Sande (GWL); ;#800000000001;311
134;100/114-7;GWM 3458, KEHL-KORK;3415410,000000000000000;5384800,000000000000000;8317057,000000000000000;4,000000000000000;2353000000,000000000000000;3,000000000000000;8,000000000000000; ; ;KEHL, STADT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Rhein unterh. Ill oberh. Rench;Quartäre Kiese und Sande (GWL);#800000000012;#800000000001;211
135;100/119-1;GWM 1397 WASSER 1;3414888,000000000000000;5329594,000000000000000;8316011,000000000000000;4,000000000000000;2338892400,000000000000000;3,000000000000000;8,000000000000000; ; ;EMMENDINGEN, STADT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Feuerbach;Quartäre Kiese und Sande (GWL); ;#800000000001;112
136;100/171-0;QF 1 ALTGLASHUETT., FELDBERG;3432410,000000000000000;5301700,000000000000000;8315037,000000000000000;91,000000000000000;2198821200,000000000000000;50,000000000000000;18,000000000000000; ; ;FELDBERG (SCHWARZWALD);KRISTALLIN (SCHWARZWALD);Ahabach;Paläozoikum, Kristallin (GWG);#800000000014; ;312
