Datetime[UTC],BLM-1[m],Baro[m]
25/07/2009 03:15,5.20181451,9.51133134
25/07/2009 03:30,5.2047928,9.5123138
25/07/2009 03:45,5.2047928,9.51438407
25/07/2009 04:00,5.20467538,9.51623862
25/07/2009 04:15,5.20451789,9.51552668
25/07/2009 04:30,5.20163382,9.52035512
25/07/2009 04:45,5.20082175,9.52185121
25/07/2009 05:00,5.19875256,9.52324523
25/07/2009 05:15,5.19654135,9.5231805
25/07/2009 05:30,5.19324808,9.5245878
25/07/2009 05:45,5.18954913,9.52729119
25/07/2009 06:00,5.18642741,9.52711778
25/07/2009 06:15,5.18335491,9.52720988
25/07/2009 06:30,5.17821814,9.52732023
25/07/2009 06:45,5.17209283,9.52990332
25/07/2009 07:00,5.16734136,9.53034974
25/07/2009 07:15,5.1638245,9.53055386
25/07/2009 07:30,5.15791996,9.53206655
25/07/2009 07:45,5.15231283,9.53418992
25/07/2009 08:00,5.14807601,9.5343285
25/07/2009 08:15,5.14330556,9.53555906
25/07/2009 08:30,5.14016837,9.53512259
25/07/2009 08:45,5.13791989,9.53388541
25/07/2009 09:00,5.13437773,9.53531344
25/07/2009 09:15,5.13203855,9.53472928
25/07/2009 09:30,5.13008889,9.53378334
25/07/2009 09:45,5.12883458,9.53241753
25/07/2009 10:00,5.12883458,9.53492843
25/07/2009 10:15,5.12696858,9.53396174
25/07/2009 10:30,5.1270881,9.53587769
25/07/2009 10:45,5.12686733,9.53605609
25/07/2009 11:00,5.12792197,9.53649504
25/07/2009 11:15,5.12891403,9.53745426
25/07/2009 11:30,5.13122016,9.5369091
25/07/2009 11:45,5.13356707,9.5369091
25/07/2009 12:00,5.13630771,9.53752479
25/07/2009 12:15,5.13804223,9.53882587
25/07/2009 12:30,5.14159846,9.53990873
25/07/2009 12:45,5.14434121,9.53962246
25/07/2009 13:00,5.14761971,9.54154006
25/07/2009 13:15,5.15090314,9.54160976
25/07/2009 13:30,5.15410289,9.54255073
25/07/2009 13:45,5.15658691,9.54490312
25/07/2009 14:00,5.15988861,9.54637432
25/07/2009 14:15,5.16237192,9.54685392
25/07/2009 14:30,5.16441932,9.54741402
25/07/2009 14:45,5.16812038,9.54882796
25/07/2009 15:00,5.169014,9.54949343
25/07/2009 15:15,5.16988654,9.55036055
25/07/2009 15:30,5.17048416,9.55153633
25/07/2009 15:45,5.17159575,9.55233125
25/07/2009 16:00,5.17149521,9.55385056
25/07/2009 16:15,5.17133982,9.55280837
25/07/2009 16:30,5.17241696,9.55161102
25/07/2009 16:45,5.1715852,9.55126334
25/07/2009 17:00,5.16911173,9.55089243
25/07/2009 17:15,5.16700247,9.55181182
25/07/2009 17:30,5.16457962,9.5520259
25/07/2009 17:45,5.16119847,9.55237275
25/07/2009 18:00,5.15839947,9.55169565
25/07/2009 18:15,5.15459857,9.55154049
25/07/2009 18:30,5.15177918,9.55063851
25/07/2009 18:45,5.14807601,9.54836494
25/07/2009 19:00,5.1440206,9.54682986
25/07/2009 19:15,5.140766,9.54661827
25/07/2009 19:30,5.13746359,9.54402688
25/07/2009 19:45,5.13436226,9.54298884
25/07/2009 20:00,5.13181849,9.5409086
25/07/2009 20:15,5.12986952,9.53986972
25/07/2009 20:30,5.12637095,9.53831058
25/07/2009 20:45,5.12390381,9.53698792
25/07/2009 21:00,5.12279012,9.53275691
25/07/2009 21:15,5.12158151,9.53005102
25/07/2009 21:30,5.12104154,9.52868107
25/07/2009 21:45,5.12080671,9.52743143
25/07/2009 22:00,5.12040665,9.52602081
25/07/2009 22:15,5.12162088,9.52386258
25/07/2009 22:30,5.12102256,9.52386258
25/07/2009 22:45,5.1218972,9.52362858
25/07/2009 23:00,5.12519539,9.52057086
25/07/2009 23:15,5.12692639,9.51870138
25/07/2009 23:30,5.13187755,9.51603366
25/07/2009 23:45,5.13442062,9.5167174
26/07/2009 00:00,5.13961293,9.51426293
26/07/2009 00:15,5.1421771,9.51615066
26/07/2009 00:30,5.14684491,9.51692816
26/07/2009 00:45,5.14875309,9.51875865
26/07/2009 01:00,5.15199503,9.52129774
26/07/2009 01:15,5.15422031,9.52235902
26/07/2009 01:30,5.15980495,9.52229015
26/07/2009 01:45,5.16372256,9.52233247
26/07/2009 02:00,5.16875316,9.52279217
26/07/2009 02:15,5.17357072,9.52293655
26/07/2009 02:30,5.17616653,9.52330995
26/07/2009 02:45,5.17924676,9.52485333
26/07/2009 03:00,5.1812576,9.52747955
26/07/2009 03:15,5.18364388,9.52954569
26/07/2009 03:30,5.18545152,9.53024187
26/07/2009 03:45,5.18622773,9.53257104
26/07/2009 04:00,5.1876318,9.53351035
26/07/2009 04:15,5.18622773,9.53662532
26/07/2009 04:30,5.18521388,9.53962246
26/07/2009 04:45,5.18443907,9.5409949
26/07/2009 05:00,5.18354545,9.54213417
26/07/2009 05:15,5.18129556,9.54359624
26/07/2009 05:30,5.17901263,9.54444924
26/07/2009 05:45,5.1767058,9.54531884
26/07/2009 06:00,5.17368041,9.54669129
26/07/2009 06:15,5.16990693,9.54846202
26/07/2009 06:30,5.16465907,9.55047838
26/07/2009 06:45,5.16127721,9.55126334
26/07/2009 07:00,5.15806269,9.55137619
26/07/2009 07:15,5.1523515,9.55475337
26/07/2009 07:30,5.14965164,9.55301333
26/07/2009 07:45,5.14483688,9.55184667
26/07/2009 08:00,5.14169478,9.55079866
26/07/2009 08:15,5.13782216,9.55063851
26/07/2009 08:30,5.13481576,9.5495175
26/07/2009 08:45,5.1300467,9.54909182
26/07/2009 09:00,5.12632666,9.55030412
26/07/2009 09:15,5.12368656,9.55040452
26/07/2009 09:30,5.11970919,9.54954571
26/07/2009 09:45,5.11827559,9.55163259
26/07/2009 10:00,5.11523543,9.55205328
26/07/2009 10:15,5.11315007,9.55247563
26/07/2009 10:30,5.11195341,9.54958139
26/07/2009 10:45,5.11052614,9.54975232
26/07/2009 11:00,5.11046778,9.55047838
26/07/2009 11:15,5.10998968,9.55112477
26/07/2009 11:30,5.11010921,9.55373108
26/07/2009 11:45,5.11088331,9.55254616
26/07/2009 12:00,5.11139938,9.55354106
26/07/2009 12:15,5.11338912,9.55398416
26/07/2009 12:30,5.11499708,9.55525123
26/07/2009 12:45,5.11614945,9.55625027
26/07/2009 13:00,5.11848089,9.55726757
26/07/2009 13:15,5.11945256,9.55816621
26/07/2009 13:30,5.12211516,9.55942083
26/07/2009 13:45,5.12498024,9.56301707
26/07/2009 14:00,5.12714505,9.56533711
26/07/2009 14:15,5.12919175,9.5652807
26/07/2009 14:30,5.13316842,9.5655122
26/07/2009 14:45,5.13501754,9.56852676
26/07/2009 15:00,5.13921217,9.56627144
26/07/2009 15:15,5.14127855,9.56898563
26/07/2009 15:30,5.1426095,9.56848611
26/07/2009 15:45,5.14475743,9.57060451
26/07/2009 16:00,5.14704599,9.57014151
26/07/2009 16:15,5.14937321,9.56927439
26/07/2009 16:30,5.15131866,9.56694936
26/07/2009 16:45,5.15304756,9.56504919
26/07/2009 17:00,5.15308763,9.56544499
26/07/2009 17:15,5.15390392,9.56680415
26/07/2009 17:30,5.15428148,9.56614781
26/07/2009 17:45,5.15366557,9.56551552
26/07/2009 18:00,5.15340613,9.56460691
26/07/2009 18:15,5.15380619,9.56209934
26/07/2009 18:30,5.15320716,9.5607269
26/07/2009 18:45,5.15215323,9.55860434
26/07/2009 19:00,5.15121742,9.5556437
26/07/2009 19:15,5.14942876,9.55385721
26/07/2009 19:30,5.14839873,9.55163259
26/07/2009 19:45,5.14743902,9.5496627
26/07/2009 20:00,5.14646946,9.54699333
26/07/2009 20:15,5.14443964,9.54590384
26/07/2009 20:30,5.14330556,9.54257313
26/07/2009 20:45,5.14215601,9.54178069
26/07/2009 21:00,5.13927475,9.53791561
26/07/2009 21:15,5.14024642,9.53799361
26/07/2009 21:30,5.13909265,9.53364062
26/07/2009 21:45,5.13931131,9.53075467
26/07/2009 22:00,5.13975144,9.53005848
26/07/2009 22:15,5.13973035,9.52769695
26/07/2009 22:30,5.13990893,9.5259088
26/07/2009 22:45,5.14090591,9.52444342
26/07/2009 23:00,5.14259051,9.52121394
26/07/2009 23:15,5.14454159,9.5203767
26/07/2009 23:30,5.14501687,9.51915777
26/07/2009 23:45,5.14786087,9.51731567
27/07/2009 00:00,5.15012552,9.51615897
27/07/2009 00:15,5.15259125,9.51308299
27/07/2009 00:30,5.15557446,9.51515494
27/07/2009 00:45,5.15978807,9.51167072
27/07/2009 01:00,5.16258988,9.51139524
27/07/2009 01:15,5.16718808,9.51102018
27/07/2009 01:30,5.16970866,9.50990746
27/07/2009 01:45,5.17324519,9.50655019
27/07/2009 02:00,5.17533407,9.51038623
27/07/2009 02:15,5.17837634,9.51182008
27/07/2009 02:30,5.18199373,9.51319004
27/07/2009 02:45,5.18394269,9.51366052
27/07/2009 03:00,5.18620875,9.51358584
27/07/2009 03:15,5.1876993,9.51479399
27/07/2009 03:30,5.18968552,9.51656556
27/07/2009 03:45,5.1914777,9.51739118
27/07/2009 04:00,5.19217165,9.51929717
27/07/2009 04:15,5.19308355,9.52111935
27/07/2009 04:30,5.19318691,9.52328921
27/07/2009 04:45,5.19318691,9.52391568
27/07/2009 05:00,5.1925696,9.52483341
27/07/2009 05:15,5.19244796,9.5251089
27/07/2009 05:30,5.19269896,9.52507736
27/07/2009 05:45,5.19086109,9.52390904
27/07/2009 06:00,5.19020511,9.52352403
27/07/2009 06:15,5.18815842,9.52299048
27/07/2009 06:30,5.18570815,9.52347757
27/07/2009 06:45,5.18314609,9.52283116
27/07/2009 07:00,5.17980431,9.52461767
27/07/2009 07:15,5.17607021,9.52461186
27/07/2009 07:30,5.17259062,9.52578432
27/07/2009 07:45,5.16921017,9.52461186
27/07/2009 08:00,5.16358475,9.52799319
27/07/2009 08:15,5.15907233,9.52908019
27/07/2009 08:30,5.15541556,9.52833422
27/07/2009 08:45,5.15201542,9.52867111
27/07/2009 09:00,5.14738347,9.52914574
27/07/2009 09:15,5.14289073,9.53020371
27/07/2009 09:30,5.14010509,9.5298718
27/07/2009 09:45,5.13809918,9.52908682
27/07/2009 10:00,5.13400439,9.52858067
27/07/2009 10:15,5.13111962,9.52950586
27/07/2009 10:30,5.12933166,9.52778491
27/07/2009 10:45,5.12867146,9.52763058
27/07/2009 11:00,5.12583168,9.52763058
27/07/2009 11:15,5.12451831,9.52867111
27/07/2009 11:30,5.12328791,9.52883956
27/07/2009 11:45,5.1225124,9.52848276
27/07/2009 12:00,5.12223609,9.53020371
27/07/2009 12:15,5.12183744,9.53020371
27/07/2009 12:30,5.12128059,9.53190225
27/07/2009 12:45,5.12201672,9.53348712
27/07/2009 13:00,5.12273247,9.53348712
27/07/2009 13:15,5.12277184,9.53475168
27/07/2009 13:30,5.12515672,9.53750902
27/07/2009 13:45,5.1247208,9.53718457
27/07/2009 14:00,5.12859201,9.53915363
27/07/2009 14:15,5.12935275,9.54030037
27/07/2009 14:30,5.131661,9.54058001
27/07/2009 14:45,5.13402267,9.54202132
27/07/2009 15:00,5.13656715,9.5426088
27/07/2009 15:15,5.13925225,9.54189935
27/07/2009 15:30,5.1434075,9.54220139
27/07/2009 15:45,5.14410497,9.54231756
27/07/2009 16:00,5.14704599,9.54240966
27/07/2009 16:15,5.14976976,9.54198482
27/07/2009 16:30,5.15327325,9.54175331
27/07/2009 16:45,5.1550148,9.54076422
27/07/2009 17:00,5.15700595,9.53963656
27/07/2009 17:15,5.15911381,9.53922748
27/07/2009 17:30,5.16090036,9.53880844
27/07/2009 17:45,5.16285354,9.53742605
27/07/2009 18:00,5.16392223,9.53677135
27/07/2009 18:15,5.16511538,9.53474754
27/07/2009 18:30,5.16702356,9.53325975
27/07/2009 18:45,5.16949632,9.53182756
27/07/2009 19:00,5.16895143,9.52950586
27/07/2009 19:15,5.17078016,9.52605484
27/07/2009 19:30,5.17165692,9.52390904
27/07/2009 19:45,5.17167379,9.52158401
27/07/2009 20:00,5.17155637,9.52044557
27/07/2009 20:15,5.17264968,9.51747166
27/07/2009 20:30,5.17320582,9.51523792
27/07/2009 20:45,5.17211111,9.51275606
27/07/2009 21:00,5.17388149,9.51038623
27/07/2009 21:15,5.17503667,9.50751024
27/07/2009 21:30,5.17332886,9.50636516
27/07/2009 21:45,5.1742021,9.50276643
27/07/2009 22:00,5.17576085,9.50068121
27/07/2009 22:15,5.17559281,9.49970539
27/07/2009 22:30,5.17563429,9.49537647
27/07/2009 22:45,5.17533407,9.49441808
27/07/2009 23:00,5.17707984,9.49199929
27/07/2009 23:15,5.17726194,9.49184412
27/07/2009 23:30,5.17873421,9.48943115
27/07/2009 23:45,5.18131877,9.48549553
28/07/2009 00:00,5.18241066,9.48433302
28/07/2009 00:15,5.18509506,9.48224033
28/07/2009 00:30,5.18711011,9.48129938
28/07/2009 00:45,5.18946686,9.47909383
28/07/2009 01:00,5.19208376,9.47808982
28/07/2009 01:15,5.1933444,9.47823005
28/07/2009 01:30,5.19455934,9.47695302
28/07/2009 01:45,5.19732107,9.47746665
28/07/2009 02:00,5.19891146,9.4784433
28/07/2009 02:15,5.20018616,9.4778973
28/07/2009 02:30,5.20323686,9.47950458
28/07/2009 02:45,5.20410166,9.47948632
28/07/2009 03:00,5.2052934,9.4799485
28/07/2009 03:15,5.20672418,9.48160971
28/07/2009 03:30,5.20871111,9.48070359
28/07/2009 03:45,5.21024314,9.48175492
28/07/2009 04:00,5.21254435,9.48360116
28/07/2009 04:15,5.21197274,9.48391564
28/07/2009 04:30,5.21272645,9.48414798
28/07/2009 04:45,5.21407709,9.48390154
28/07/2009 05:00,5.21356243,9.48466327
28/07/2009 05:15,5.21435621,9.4833987
28/07/2009 05:30,5.21445816,9.48582661
28/07/2009 05:45,5.21423177,9.48498357
28/07/2009 06:00,5.21324533,9.48417786
28/07/2009 06:15,5.21143629,9.48617097
28/07/2009 06:30,5.21014471,9.48417786
28/07/2009 06:45,5.20825481,9.48611704
28/07/2009 07:00,5.20497209,9.48937141
28/07/2009 07:15,5.20275032,9.48666468
28/07/2009 07:30,5.19966165,9.48937141
28/07/2009 07:45,5.19654135,9.48836738
28/07/2009 08:00,5.1933444,9.48806202
28/07/2009 08:15,5.19010386,9.48921458
28/07/2009 08:30,5.18678739,9.4883068
28/07/2009 08:45,5.18320726,9.48821885
28/07/2009 09:00,5.17907029,9.48880633
28/07/2009 09:15,5.17664674,9.48997299
28/07/2009 09:30,5.17364314,9.49003937
28/07/2009 09:45,5.17044057,9.48977385
28/07/2009 10:00,5.16694552,9.48977385
28/07/2009 10:15,5.16483695,9.48905774
28/07/2009 10:30,5.1608413,9.48847026
28/07/2009 10:45,5.15811753,9.4877857
28/07/2009 11:00,5.15507456,9.48969667
28/07/2009 11:15,5.15247313,9.48884449
28/07/2009 11:30,5.15090314,9.49050985
28/07/2009 11:45,5.14845568,9.48981118
28/07/2009 12:00,5.14791852,9.48794005
28/07/2009 12:15,5.14587183,9.49117699
28/07/2009 12:30,5.14304682,9.49382977
28/07/2009 12:45,5.14040672,9.4963581
28/07/2009 13:00,5.13748117,9.50058247
28/07/2009 13:15,5.1377624,9.50173004
28/07/2009 13:30,5.13734477,9.50157239
28/07/2009 13:45,5.13915311,9.50287596
28/07/2009 14:00,5.1377624,9.50465665
28/07/2009 14:15,5.13832065,9.50622658
28/07/2009 14:30,5.13937248,9.50561338
28/07/2009 14:45,5.14010509,9.50764384
28/07/2009 15:00,5.14203226,9.50793342
28/07/2009 15:15,5.14352633,9.50790936
28/07/2009 15:30,5.14494024,9.50914988
28/07/2009 15:45,5.14682592,9.50984024
28/07/2009 16:00,5.14976976,9.50742394
28/07/2009 16:15,5.15312771,9.50793342
28/07/2009 16:30,5.1558121,9.50635768
28/07/2009 16:45,5.15859493,9.50576357
28/07/2009 17:00,5.16149939,9.50518439
28/07/2009 17:15,5.16398411,9.50428408
28/07/2009 17:30,5.16610814,9.50436955
28/07/2009 17:45,5.16747986,9.5044019
28/07/2009 18:00,5.17143615,9.50300872
28/07/2009 18:15,5.17429842,9.50247933
28/07/2009 18:30,5.17628816,9.49725923
28/07/2009 18:45,5.17960815,9.49827736
28/07/2009 19:00,5.18205138,9.49632158
28/07/2009 19:15,5.1848553,9.49273198
28/07/2009 19:30,5.18761985,9.49137614
28/07/2009 19:45,5.18938531,9.48893079
28/07/2009 20:00,5.19165699,9.48740981
28/07/2009 20:15,5.19356236,9.48479936
28/07/2009 20:30,5.19544875,9.48303857
28/07/2009 20:45,5.19751794,9.47905234
28/07/2009 21:00,5.19849242,9.47765418
28/07/2009 21:15,5.20099963,9.47378577
28/07/2009 21:30,5.20210489,9.47217187
28/07/2009 21:45,5.20388019,9.46926518
28/07/2009 22:00,5.20471686,9.46596517
28/07/2009 22:15,5.20622429,9.46592616
28/07/2009 22:30,5.20620671,9.46235483
28/07/2009 22:45,5.20795459,9.46099151
28/07/2009 23:00,5.20974536,9.45923488
28/07/2009 23:15,5.21123591,9.45540298
28/07/2009 23:30,5.21270536,9.45389114
28/07/2009 23:45,5.21399834,9.45185405
29/07/2009 00:00,5.21465503,9.45085086
29/07/2009 00:15,5.21497282,9.44953815
29/07/2009 00:30,5.21586715,9.44958628
29/07/2009 00:45,5.21656391,9.44817235
29/07/2009 01:00,5.21886864,9.44535195
29/07/2009 01:15,5.21946486,9.44568552
29/07/2009 01:30,5.21990359,9.44476447
29/07/2009 01:45,5.2215903,9.44633854
29/07/2009 02:00,5.22178857,9.44449396
29/07/2009 02:15,5.22252892,9.44620164
29/07/2009 02:30,5.22322498,9.44707539
29/07/2009 02:45,5.22392104,9.4467609
29/07/2009 03:00,5.2230028,9.44908842
29/07/2009 03:15,5.22421704,9.44876729
29/07/2009 03:30,5.22461428,9.44995388
29/07/2009 03:45,5.22474857,9.45095126
29/07/2009 04:00,5.22572938,9.45197271
29/07/2009 04:15,5.22668277,9.45122673
29/07/2009 04:30,5.22759608,9.45239506
29/07/2009 04:45,5.22827035,9.45266723
29/07/2009 05:00,5.22459108,9.45882662
29/07/2009 05:15,5.22195239,9.46355883
29/07/2009 05:30,5.22141312,9.46560505
29/07/2009 05:45,5.21954853,9.46604897
29/07/2009 06:00,5.21932565,9.46683892
29/07/2009 06:15,5.21823305,9.46933654
29/07/2009 06:30,5.21727755,9.46926518
29/07/2009 06:45,5.21618565,9.47067994
29/07/2009 07:00,5.21439559,9.47046336
29/07/2009 07:15,5.21207118,9.47143421
29/07/2009 07:30,5.21038376,9.47090729
29/07/2009 07:45,5.20787936,9.47234363
29/07/2009 08:00,5.2065238,9.47049075
29/07/2009 08:15,5.20471686,9.47080275
29/07/2009 08:30,5.20205286,9.47014556
29/07/2009 08:45,5.19980298,9.47046336
29/07/2009 09:00,5.19765926,9.46953319
29/07/2009 09:15,5.19449747,9.46920045
29/07/2009 09:30,5.19179339,9.46907931
29/07/2009 09:45,5.18871315,9.46901458
29/07/2009 10:00,5.18599009,9.46889261
29/07/2009 10:15,5.18258854,9.46834496
29/07/2009 10:30,5.17837634,9.47077619
29/07/2009 10:45,5.17621785,9.47195862
29/07/2009 11:00,5.17105999,9.47378577
29/07/2009 11:15,5.1680564,9.47384884
29/07/2009 11:30,5.16475891,9.47409861
29/07/2009 11:45,5.16201546,9.47415669
29/07/2009 12:00,5.15855485,9.47620872
29/07/2009 12:15,5.15591194,9.47577807
29/07/2009 12:30,5.15213635,9.47758862
29/07/2009 12:45,5.15088204,9.47752806
29/07/2009 13:00,5.14841842,9.47928053
29/07/2009 13:15,5.14571293,9.48117906
29/07/2009 13:30,5.14328517,9.48256394
29/07/2009 13:45,5.14209624,9.48632281
29/07/2009 14:00,5.14161885,9.48385259
29/07/2009 14:15,5.13995041,9.48525158
29/07/2009 14:30,5.13869259,9.48876235
29/07/2009 14:45,5.13881493,9.48753844
29/07/2009 15:00,5.13778279,9.48937141
29/07/2009 15:15,5.13820043,9.48984687
29/07/2009 15:30,5.13783974,9.49098448
29/07/2009 15:45,5.1394927,9.4911355
29/07/2009 16:00,5.14104161,9.49148898
29/07/2009 16:15,5.14281339,9.49134211
29/07/2009 16:30,5.14376397,9.4907845
29/07/2009 16:45,5.14692576,9.49036548
29/07/2009 17:00,5.14847818,9.49032232
29/07/2009 17:15,5.15125749,9.48984687
29/07/2009 17:30,5.15336817,9.49032232
29/07/2009 17:45,5.15477856,9.49088989
29/07/2009 18:00,5.15742218,9.49073057
29/07/2009 18:15,5.1608413,9.49081687
29/07/2009 18:30,5.16281065,9.4907845
29/07/2009 18:45,5.1657116,9.48988503
29/07/2009 19:00,5.16974662,9.48788777
29/07/2009 19:15,5.17380345,9.48578596
29/07/2009 19:30,5.17742154,9.48447823
29/07/2009 19:45,5.17992102,9.48337547
29/07/2009 20:00,5.1826701,9.48160391
29/07/2009 20:15,5.18606813,9.47932285
29/07/2009 20:30,5.18922922,9.47842504
29/07/2009 20:45,5.19058126,9.47778778
29/07/2009 21:00,5.19469785,9.47755958
29/07/2009 21:15,5.19756012,9.47253116
29/07/2009 21:30,5.20097854,9.47020614
29/07/2009 21:45,5.20216957,9.46852917
29/07/2009 22:00,5.20513591,9.46669122
29/07/2009 22:15,5.20664052,9.46494953
29/07/2009 22:30,5.2085487,9.4624934
29/07/2009 22:45,5.21089702,9.46063636
29/07/2009 23:00,5.21226804,9.46231085
29/07/2009 23:15,5.21246772,9.46190758
29/07/2009 23:30,5.21410029,9.4601327
29/07/2009 23:45,5.21489478,9.45753136
30/07/2009 00:00,5.21443707,9.45718451
30/07/2009 00:15,5.21588895,9.45579464
30/07/2009 00:30,5.21618706,9.45498479
30/07/2009 00:45,5.21666164,9.45563698
30/07/2009 01:00,5.21652595,9.45291865
30/07/2009 01:15,5.2156506,9.45521961
30/07/2009 01:30,5.21545022,9.45861254
30/07/2009 01:45,5.21413826,9.45819269
30/07/2009 02:00,5.21514649,9.45967465
30/07/2009 02:15,5.21373609,9.46238552
30/07/2009 02:30,5.21335783,9.464411
30/07/2009 02:45,5.21061789,9.46668956
30/07/2009 03:00,5.20976645,9.46711773
30/07/2009 03:15,5.20944865,9.46854078
30/07/2009 03:30,5.20900922,9.46905027
30/07/2009 03:45,5.20771976,9.47138525
30/07/2009 04:00,5.20688238,9.47278756
30/07/2009 04:15,5.20721213,9.47460642
30/07/2009 04:30,5.20581157,9.47539138
30/07/2009 04:45,5.20455586,9.47654477
30/07/2009 05:00,5.20511341,9.48090026
30/07/2009 05:15,5.20161554,9.48536775
30/07/2009 05:30,5.20061996,9.48658918
30/07/2009 05:45,5.20075988,9.48447823
30/07/2009 06:00,5.20198888,9.48742724
30/07/2009 06:15,5.20020163,9.4867377
30/07/2009 06:30,5.1989902,9.49048994
30/07/2009 06:45,5.19761848,9.4897473
30/07/2009 07:00,5.19690344,9.49077455
30/07/2009 07:15,5.19670306,9.49088906
30/07/2009 07:30,5.19618699,9.4911579
30/07/2009 07:45,5.19483565,9.49088906
30/07/2009 08:00,5.19357923,9.49077455
30/07/2009 08:15,5.19189182,9.49023105
30/07/2009 08:30,5.19026557,9.4885491
30/07/2009 08:45,5.18922922,9.49147405
30/07/2009 09:00,5.18801499,9.48989582
30/07/2009 09:15,5.18493686,9.49103344
30/07/2009 09:30,5.18482437,9.49147405
30/07/2009 09:45,5.18052427,9.49261001
30/07/2009 10:00,5.17795659,9.49251459
30/07/2009 10:15,5.1740439,9.49418824
30/07/2009 10:30,5.16976912,9.49627345
30/07/2009 10:45,5.16702356,9.49693893
30/07/2009 11:00,5.16370428,9.4967373
30/07/2009 11:15,5.16100301,9.4968211
30/07/2009 11:30,5.15742218,9.49791309
30/07/2009 11:45,5.15366557,9.49991781
30/07/2009 12:00,5.15042293,9.50046381
30/07/2009 12:15,5.14658968,9.50054761
30/07/2009 12:30,5.14368663,9.50149936
30/07/2009 12:45,5.14016837,9.50318464
30/07/2009 13:00,5.13656715,9.50410071
30/07/2009 13:15,5.13269032,9.50585567
30/07/2009 13:30,5.1295918,9.50740818
30/07/2009 13:45,5.12555467,9.50908183
30/07/2009 14:00,5.12211516,9.51165745
30/07/2009 14:15,5.11943006,9.51218269
30/07/2009 14:30,5.11642928,9.51474835
30/07/2009 14:45,5.1148185,9.51533666
30/07/2009 15:00,5.1131114,9.51719867
30/07/2009 15:15,5.11141836,9.51864248
30/07/2009 15:30,5.11008601,9.51984814
30/07/2009 15:45,5.1093337,9.51947474
30/07/2009 16:00,5.10966978,9.51925983
30/07/2009 16:15,5.11078277,9.51811556
30/07/2009 16:30,5.11191755,9.51780357
30/07/2009 16:45,5.11273314,9.51715055
30/07/2009 17:00,5.11378566,9.51768989
30/07/2009 17:15,5.11543722,9.51719867
30/07/2009 17:30,5.11815817,9.51683357
30/07/2009 17:45,5.12014721,9.51642615
30/07/2009 18:00,5.12273247,9.5151956
30/07/2009 18:15,5.12665008,9.51446457
30/07/2009 18:30,5.13018662,9.51359497
30/07/2009 18:45,5.13350871,9.51235611
30/07/2009 19:00,5.1365102,9.51093803
30/07/2009 19:15,5.14078358,9.51030575
30/07/2009 19:30,5.14474126,9.50810021
30/07/2009 19:45,5.148893,9.50666138
30/07/2009 20:00,5.15455849,9.50414883
30/07/2009 20:15,5.15893241,9.50225944
30/07/2009 20:30,5.16213217,9.500341
30/07/2009 20:45,5.16752838,9.49899345
30/07/2009 21:00,5.17151841,9.49605274
30/07/2009 21:15,5.17573061,9.49526776
30/07/2009 21:30,5.17885022,9.49404219
30/07/2009 21:45,5.18225247,9.49153462
30/07/2009 22:00,5.18632687,9.49009911
30/07/2009 22:15,5.18952592,9.48905609
30/07/2009 22:30,5.19201345,9.4866846
30/07/2009 22:45,5.19533274,9.48432804
30/07/2009 23:00,5.1991702,9.48098571
30/07/2009 23:15,5.20077886,9.48231169
30/07/2009 23:30,5.20193404,9.48172089
30/07/2009 23:45,5.20288461,9.48097659
31/07/2009 00:00,5.20396245,9.48038911
31/07/2009 00:15,5.20614413,9.47755875
31/07/2009 00:30,5.20665809,9.47785083
31/07/2009 00:45,5.20574759,9.47708081
31/07/2009 01:00,5.20666231,9.47537563
31/07/2009 01:15,5.20972497,9.47382561
31/07/2009 01:30,5.20686339,9.47567931
31/07/2009 01:45,5.20606469,9.47781018
31/07/2009 02:00,5.20392308,9.47822008
31/07/2009 02:15,5.20318483,9.47946309
31/07/2009 02:30,5.20207536,9.47993108
31/07/2009 02:45,5.20171256,9.48097659
31/07/2009 03:00,5.20152625,9.48161303
31/07/2009 03:15,5.19940643,9.48209927
31/07/2009 03:30,5.19751794,9.48433551
31/07/2009 03:45,5.19636487,9.48424091
31/07/2009 04:00,5.19586919,9.4861187
31/07/2009 04:15,5.19512532,9.48781392
31/07/2009 04:30,5.19363478,9.49037791
31/07/2009 04:45,5.19106006,9.49233535
31/07/2009 05:00,5.19043994,9.49347961
31/07/2009 05:15,5.1897474,9.49391607
31/07/2009 05:30,5.18942819,9.49342069
31/07/2009 05:45,5.19019315,9.49398494
31/07/2009 06:00,5.18978677,9.49456827
31/07/2009 06:15,5.18962787,9.49580712
31/07/2009 06:30,5.18819638,9.4964975
31/07/2009 06:45,5.18688301,9.50002237
31/07/2009 07:00,5.18830325,9.49949048
31/07/2009 07:15,5.18626711,9.49968133
31/07/2009 07:30,5.18549019,9.50124131
31/07/2009 07:45,5.18467812,9.50225944
31/07/2009 08:00,5.18576088,9.50225944
31/07/2009 08:15,5.18388223,9.502515
31/07/2009 08:30,5.18268838,9.5048168
31/07/2009 08:45,5.18145798,9.50659831
31/07/2009 09:00,5.18048209,9.50574116
31/07/2009 09:15,5.17917013,9.50687795
31/07/2009 09:30,5.17803534,9.50810021
31/07/2009 09:45,5.17599216,9.50835412
31/07/2009 10:00,5.17437857,9.51045593
31/07/2009 10:15,5.17159575,9.50959713
31/07/2009 10:30,5.17024652,9.51189642
31/07/2009 10:45,5.16822584,9.51001283
